,news_title,section
71,La justice française déboute des ONG opposées au mégaprojet de TotalEnergies en Afrique de l'Est,['monde' 'environnement' 'crise-climatique']
83,Environnement : une usine recycle les textiles usés,['monde' 'environnement' 'crise-climatique' 'pollution-air']
89,CARTE. Sécheresse : quels sont les cinq départements déjà concernés par des restrictions d'eau ?,['meteo' 'secheresse']
93,VIDEO. Il fait des matériaux isolants à partir de mégots de cigarettes,['monde' 'environnement']
96,"VIDEO. ""Si on arrive en début d'été avec des sols très secs, on sait que ça peut générer des températures encore plus fortes"", estime le climatologue Robert Vautard",['meteo' 'secheresse']
134,Sécheresse : des mesures d'urgence dès cet hiver ?,['meteo' 'secheresse']
141,Climat : une sécheresse record attendue cet été en France,['meteo' 'secheresse']
148,"L'étendue de la banquise de l'Antarctique a atteint un nouveau plus bas fin février, un record de fonte depuis quarante-cinq ans",['monde' 'environnement' 'crise-climatique']
149,Zones à faibles émissions : Marine Tondelier (EELV) favorable à une temporisation,['monde' 'environnement' 'crise-climatique' 'pollution-air']
163,"Sécheresse : qu'est-ce que l'eau grise, cette solution pour arroser les champs ?",['meteo' 'secheresse']
179,Sécheresse : les agriculteurs souffrent déjà de la situation,['meteo' 'secheresse']
188,Sécheresse : les agriculteurs s’adaptent au manque d’eau,['meteo' 'secheresse']
193,"Sécheresse : le gouvernement appelle les préfets à prendre des arrêtés de restriction d'eau ""dès maintenant""",['meteo' 'secheresse']
194,Sécheresse : cinq départements sont déjà placés en alerte,['meteo' 'secheresse']
209,REPLAY - Sécheresse : pas de répit en hiver ? Le débat du Talk franceinfo,['meteo' 'secheresse']
223,Apiculture : un plan national pour mettre en place des pièges contre les frelons asiatiques,['monde' 'environnement']
246,Sécheresse : les agriculteurs déjà touchés en Dordogne,['meteo' 'secheresse']
258,Sécheresse : la France doit faire avec une année record,['meteo' 'secheresse']
269,Nucléaire : une réunion des chefs de file de la Nupes prévue jeudi,['societe' 'nucleaire']
277,"REPORTAGE. Sécheresse : ""Il n'y a pas d'eau, on ne sait pas où on va"", s'inquiètent ces habitants du Var",['meteo' 'secheresse']
281,"Zones à faibles émissions : ""Il faut revenir en arrière"", demande le communiste Fabien Roussel",['monde' 'environnement' 'crise-climatique' 'pollution-air']
308,Sécheresse : comment la France peut-elle se préparer à affronter un (possible) nouvel été à sec ?,['meteo' 'secheresse']
16,Climat : le chauffage au bois trop polluant,['monde' 'environnement' 'crise-climatique' 'pollution-air']
57,"Biodiversité : dans la Drôme, la cigogne blanche fait le bonheur des ornithologues",['monde' 'environnement' 'biodiversite']
115,"Sécheresse : à Perpignan, les agriculteurs catalans invoquent saint Gaudérique pour faire tomber la pluie",['meteo' 'secheresse']
166,Consommation : des dosettes de café moins polluantes ?,['monde' 'environnement' 'crise-climatique']
200,"Sécheresse : dans les Pyrénées-Orientales, le manque d’eau inquiète les apiculteurs",['meteo' 'secheresse']
212,Extraction minière en haute mer : une coalition d'Etats à la manœuvre pour la création d'un code minier des fonds marins,['monde' 'environnement']
226,"Australie : une rivière envahie de millions de poissons morts, en pleine vague de chaleur",['monde' 'environnement']
28,Environnement : le Conseil d'État demande la fermeture de zones de pêche pour protéger les dauphins,['monde' 'environnement']
35,L'Assemblée nationale adopte en première lecture le projet de loi de relance du nucléaire,['societe' 'nucleaire']
83,Golfe de Gascogne : des zones de pêche bien interdites,['monde' 'environnement']
85,"Pyrénées-Orientales : face à la sécheresse, un maire bloque les constructions de piscines",['meteo' 'secheresse']
131,"GRAND ENTRETIEN. Rapport du Giec : face au réchauffement climatique, ""nous sommes dos au mur"", mais ""des solutions existent"", résume Valérie Masson-Delmotte",['monde' 'environnement' 'crise-climatique']
168,"Pollution : des ""plasticroûtes"" retrouvées dans des rochers sur une île isolée du Brésil",['monde' 'environnement']
200,Réchauffement climatique : les scientifiques du Giec sonnent à nouveau l’alerte,['monde' 'environnement']
201,Thaïlande : les plages du pays plus que jamais menacées par le réchauffement climatique,['monde' 'environnement' 'crise-climatique']
203,"Climat : transports, énergie, agriculture… Les pistes du Giec pour limiter les émissions de gaz à effet de serre",['meteo' 'climat']
243,Dauphins échoués sur la côte Atlantique : le Conseil d'Etat ordonne au gouvernement de fermer des zones de pêche,['monde' 'environnement' 'biodiversite']
253,Climat : quels sont les enseignements du 6e rapport du Giec ?,['meteo' 'climat']
261,"Climat : dans les Landes, un plan de prévention pour faire face aux inondations",['meteo' 'climat']
262,"Nucléaire : Greenpeace dénonce une livraison ""scandaleuse"" à la France d'uranium en provenance de Russie",['societe' 'nucleaire']
275,Changement climatique : le succès grandissant des plantes peu gourmandes en eau,['monde' 'environnement']
284,"Réchauffement climatique : ce qu'il faut retenir du nouveau rapport du Giec, qui alerte sur les mesures ""insuffisantes"" prises à ce jour",['monde' 'environnement' 'crise-climatique']
349,"INFOGRAPHIES. Banques, Etats, fonds privés... Qui finance les énergies fossiles, principale cause du réchauffement climatique ?",['monde' 'environnement' 'crise-climatique']
36,Réchauffement climatique : les fruits français plus que jamais en péril,['monde' 'environnement']
62,"Sécheresse : ""Vous avez aimé l'année 2022, vous risquez d'adorer 2023"", prévient un spécialiste des ressources en eau",['meteo' 'secheresse']
99,"Réchauffement climatique : ""On n'est pas du tout sur la bonne trajectoire"", prévient Gerhard Krinner, coauteur du dernier rapport du Giec",['monde' 'environnement' 'crise-climatique']
125,"Méga-bassines : ""Plusieurs dizaines de milliers de personnes"" attendues pour des ""manif-actions"" ce week-end, selon le porte-parole de Bassines Non merci ! dans les Deux-Sèvres",['monde' 'environnement']
129,"REPORTAGE. Journée mondiale de l’eau : à Séville, des compteurs pour traquer les fuites, les fraudes et la surconsommation",['meteo' 'secheresse']
131,Environnement : le gouvernement publie un arrêté interdisant l'épandage de certains pesticides à moins de 10 mètres des habitations,['monde' 'environnement' 'pesticides']
133,"REPORTAGE. Journée mondiale de l'eau : qu'est-ce que le ""Keyline design"", cette technique venue d’Australie pour ""planter la pluie"" ?",['monde' 'environnement']
135,"Journée mondiale de l’eau : l’agriculture, les centrales électriques et l’eau potable sur le podium des secteurs les plus consommateurs en France",['monde' 'environnement']
137,Journée mondiale de l’eau : comment réutiliser les eaux usées en France chez soi et à plus grande échelle ?,['monde' 'environnement']
153,Journée mondiale de l'eau : ces conseils pratiques pour réduire sa consommation à la maison,['monde' 'environnement']
166,"REPORTAGE. Sécheresse dans les Pyrénées-Orientales : ""Il faut qu'il pleuve, qu'il pleuve"", implore le maire de Villefranche-de-Conflent",['meteo' 'secheresse']
182,"Conférence de l'ONU : l'humanité est en train d'épuiser ""goutte après goutte"" l'eau, s'alarme Antonio Guterres",['meteo' 'secheresse']
213,Environnement : le Conseil d'État demande la fermeture de zones de pêche pour protéger les dauphins,['monde' 'environnement']
220,L'Assemblée nationale adopte en première lecture le projet de loi de relance du nucléaire,['societe' 'nucleaire']
267,Golfe de Gascogne : des zones de pêche bien interdites,['monde' 'environnement']
269,"Pyrénées-Orientales : face à la sécheresse, un maire bloque les constructions de piscines",['meteo' 'secheresse']
348,"Pollution : des ""plasticroûtes"" retrouvées dans des rochers sur une île isolée du Brésil",['monde' 'environnement']
11,"TÉMOIGNAGE. Manifestant blessé à Sainte-Soline : ""On a attendu cette ambulance pendant 1h30"", raconte une membre de l'équipe ""Médic""",['monde' 'environnement' 'crise-climatique']
32,"Charte sur les publicités lumineuses dans les gares et les aéroports : ""C'est vraiment le degré zéro de l'écologie et de la sobriété"", dénonce Greenpeace",['monde' 'environnement']
47,Les microplastiques détraquent le système digestif des oiseaux marins,['monde' 'environnement']
48,VIDEO. Environnement : les subventions pour les énergies fossiles plus que jamais nuisibles au climat,['monde' 'environnement' 'crise-climatique']
59,"""Méga-bassines"" : au-delà de Sainte-Soline, quels sont autres les projets de retenues d'eau de ce type en France ?",['monde' 'environnement']
60,"Sainte-Soline : le pronostic vital d'un deuxième manifestant contre les ""méga-bassines"" est engagé",['meteo' 'secheresse']
72,Climat : les pelouses tondues vont être interdites en déchetterie à Rennes,['monde' 'environnement']
93,"Manifestation contre les méga-bassines : la députée des Deux-Sèvres Delphine Batho demande au gouvernement de ""mettre fin immédiatement à la guerre de l'eau""",['monde' 'environnement']
120,Climat : les plus gros pollueurs australiens vont devoir réduire leurs émissions de près de 5% par an jusqu'en 2030,['meteo' 'climat']
124,"""Méga-bassine"" de Sainte-Soline : un manifestant entre la vie et la mort",['monde' 'environnement']
129,"Manifestation anti-bassines : la ""militarisation du maintien de l'ordre conduit à une escalade"" de la violence, constate un sociologue présent à Sainte-Soline",['meteo' 'secheresse']
147,"Sécheresse : le plan Eau du gouvernement sera présenté jeudi, annonce Christophe Béchu",['meteo' 'secheresse']
148,"Projet de ""méga-bassines"" de Sainte-Soline : Christophe Béchu dénonce ""les fables"" de la gauche et assume le dispositif policier de samedi",['meteo' 'secheresse']
172,"""Méga-bassines"" : ""C'était des armes de guerre face à des manifestants"", dénoncent avec émotion les manifestants de Sainte-Soline",['meteo' 'secheresse']
216,Environnement : les bienfaits nombreux et méconnus du champignon,['monde' 'environnement']
234,"""Méga-bassines"" dans les Deux-Sèvres : le pronostic vital d'un manifestant engagé à la suite des affrontements de samedi, rapporte le parquet",['monde' 'environnement']
251,Climat : un laboratoire crée des conditions extrêmes pour développer la maison du futur,['meteo' 'climat']
271,Près de 40 000 coquillages ramassés sur les rives de la mer du Nord pour mesurer l'état de la biodiversité marine,['monde' 'environnement' 'biodiversite']
277,"REPORTAGE. ""Méga-bassines"" : à Sainte-Soline, malgré les violents affrontements, les manifestants veulent ""continuer à se mobiliser""",['meteo' 'secheresse']
292,"""Méga-bassines"" : ""On a vu déferler à des cadences absolument incroyables des fumigènes, des tirs de gaz lacrymogène, des grenades"", s'indigne un député européen EELV",['meteo' 'secheresse']
18,"Sécheresse : à Perpignan, les agriculteurs catalans invoquent saint Gaudérique pour faire tomber la pluie",['meteo' 'secheresse']
82,Consommation : des dosettes de café moins polluantes ?,['monde' 'environnement' 'crise-climatique']
117,"Sécheresse : dans les Pyrénées-Orientales, le manque d’eau inquiète les apiculteurs",['meteo' 'secheresse']
129,Extraction minière en haute mer : une coalition d'Etats à la manœuvre pour la création d'un code minier des fonds marins,['monde' 'environnement']
143,"Australie : une rivière envahie de millions de poissons morts, en pleine vague de chaleur",['monde' 'environnement']
240,Environnement : plus de 900 dauphins se sont échoués sur la côte atlantique cet hiver,['monde' 'environnement' 'biodiversite']
243,"""Bassines"" dans les Deux-Sèvres : la justice poursuit le porte-parole des opposants avant une nouvelle manifestation",['monde' 'environnement']
262,Sables-d'Olonne : les habitants s'activent pour préserver leur plage,['monde' 'environnement']
286,"Pour protéger les oiseaux, attendez quelques mois pour tailler vos haies, demande l'Office français pour la biodiversité",['monde' 'environnement' 'biodiversite']
34,Environnement : les bienfaits nombreux et méconnus du champignon,['monde' 'environnement']
37,"""Méga-bassines"" : manifestants et gendarmes blessés, tirs de mortiers, véhicules incendiés... Que s'est-il passé samedi à Sainte-Soline ?",['monde' 'environnement']
