keyword,high_risk_of_false_positive,category,theme,language
végan,true,Agriculture,attenuation_climatique_solutions_indirectes,french
végane,true,Agriculture,attenuation_climatique_solutions_indirectes,french
végétarien,true,Agriculture,attenuation_climatique_solutions_indirectes,french
végétarienne,true,Agriculture,attenuation_climatique_solutions_indirectes,french
véhicule électrique,true,Transport,attenuation_climatique_solutions_indirectes,french
vélo,true,Transport,attenuation_climatique_solutions_indirectes,french
zad,true,Ecosystème,attenuation_climatique_solutions_indirectes,french
zadisme,true,General,attenuation_climatique_solutions_indirectes,french
zadiste,true,General,attenuation_climatique_solutions_indirectes,french
économie de carburant,true,Transport,attenuation_climatique_solutions_indirectes,french
écotaxe,true,Transport,attenuation_climatique_solutions_indirectes,french
éducation au changement climatique,true,General,attenuation_climatique_solutions_indirectes,french
épargne citoyenne,true,Economie des ressources,attenuation_climatique_solutions_indirectes,french
a69,false,Destruction des habitats,biodiversite_causes,french
agribusiness,false,General,biodiversite_causes,french
agriculture conventionnelle,false,General,biodiversite_causes,french
agriculture extensive,false,General,biodiversite_causes,french
agriculture industrielle,false,General,biodiversite_causes,french
agriculture intensive,false,General,biodiversite_causes,french
artificialisation des milieux naturels,false,Destruction des habitats,biodiversite_causes,french
artificialisation des sols,false,Destruction des habitats,biodiversite_causes,french
assèchement des zones humides,false,Destruction des habitats,biodiversite_causes,french
braconnage,false,Surexploitation des ressources,biodiversite_causes,french
braconnier,false,Surexploitation des ressources,biodiversite_causes,french
bétonisation,false,Destruction des habitats,biodiversite_causes,french
bétonner les sols,false,Destruction des habitats,biodiversite_causes,french
cadmium,false,Pollution,biodiversite_causes,french
changement d’usage des terres,false,Destruction des habitats,biodiversite_causes,french
chlordécone,false,Pollution,biodiversite_causes,french
coupe rase,false,Destruction des habitats,biodiversite_causes,french
destruction de la planète,false,General,biodiversite_causes,french
destruction des habitats naturels,false,General,biodiversite_causes,french
destruction des milieux naturels,false,General,biodiversite_causes,french
disparition des haies,false,Destruction des habitats,biodiversite_causes,french
décharge sauvage,false,Pollution,biodiversite_causes,french
déchet toxique,false,Pollution,biodiversite_causes,french
déforestation,false,General,biodiversite_causes,french
dépôt sauvage,false,Pollution,biodiversite_causes,french
engrais azoté,false,Pollution,biodiversite_causes,french
engrais de synthèse,false,Pollution,biodiversite_causes,french
engrais phosphaté,false,Pollution,biodiversite_causes,french
extractivisme,false,Surexploitation des ressources,biodiversite_causes,french
extractiviste,false,Surexploitation des ressources,biodiversite_causes,french
glyphosate,false,Pollution,biodiversite_causes,french
herbicide,false,Pollution,biodiversite_causes,french
imperméabilisation des sols,false,General,biodiversite_causes,french
intrant chimique,false,Pollution,biodiversite_causes,french
marée noire,false,Pollution,biodiversite_causes,french
massacre des terres,false,General,biodiversite_causes,french
mauvaise nouvelle pour la planète,false,General,biodiversite_causes,french
micro-plastique,false,Pollution,biodiversite_causes,french
microplastique,false,Pollution,biodiversite_causes,french
micropolluant,false,Pollution,biodiversite_causes,french
multinationale agroalimentaire,false,General,biodiversite_causes,french
métaux lourds,false,Pollution,biodiversite_causes,french
nocif pour l'environnement,false,General,biodiversite_causes,french
néonicotinoïde,false,Pollution,biodiversite_causes,french
paille en plastique,false,Pollution,biodiversite_causes,french
pas très écolo,false,General,biodiversite_causes,french
perméabilisation des sols,false,General,biodiversite_causes,french
perte d’habitats,false,Destruction des habitats,biodiversite_causes,french
pesticide,false,Pollution,biodiversite_causes,french
pesticide résiduel,false,Pollution,biodiversite_causes,french
pfas,false,Pollution,biodiversite_causes,french
pfoa,false,Pollution,biodiversite_causes,french
pfos,false,Pollution,biodiversite_causes,french
polluant,false,Pollution,biodiversite_causes,french
pollueur,false,Pollution,biodiversite_causes,french
pollution atmosphérique,false,Pollution,biodiversite_causes,french
pollution chimique,false,Pollution,biodiversite_causes,french
pollution de la mer,false,Pollution,biodiversite_causes,french
pollution de l’eau,false,Pollution,biodiversite_causes,french
pollution des sols,false,Pollution,biodiversite_causes,french
pollution environnementale,false,Pollution,biodiversite_causes,french
pollution plastique,false,Pollution,biodiversite_causes,french
pollution record,false,Pollution,biodiversite_causes,french
pression sur les milieux naturels,false,General,biodiversite_causes,french
productivisme,false,General,biodiversite_causes,french
productiviste,false,General,biodiversite_causes,french
produit phytosanitaire,false,Pollution,biodiversite_causes,french
ptfe,false,Pollution,biodiversite_causes,french
pêche industrielle,false,Surexploitation des ressources,biodiversite_causes,french
surpêche,false,Surexploitation des ressources,biodiversite_causes,french
écocide,false,General,biodiversite_causes,french
épandage,false,Pollution,biodiversite_causes,french
étalement urbain,false,Destruction des habitats,biodiversite_causes,french
acide,true,Pollution,biodiversite_causes_indirectes,french
activité industrielle,true,General,biodiversite_causes_indirectes,french
agro-industrie,true,General,biodiversite_causes_indirectes,french
agro-industriel,true,General,biodiversite_causes_indirectes,french
arsenic,true,Pollution,biodiversite_causes_indirectes,french
barrage,true,Destruction des habitats,biodiversite_causes_indirectes,french
bouteille en plastique,true,Pollution,biodiversite_causes_indirectes,french
bétonner,true,Destruction des habitats,biodiversite_causes_indirectes,french
cancérigène,true,Pollution,biodiversite_causes_indirectes,french
cancérogène,true,Pollution,biodiversite_causes_indirectes,french
capitalisme,true,General,biodiversite_causes_indirectes,french
commerce illégal d’espèces,true,Surexploitation des ressources,biodiversite_causes_indirectes,french
complexe agro-industriel,true,General,biodiversite_causes_indirectes,french
déchet,true,Pollution,biodiversite_causes_indirectes,french
emballage,true,Pollution,biodiversite_causes_indirectes,french
emballage en plastique,true,Pollution,biodiversite_causes_indirectes,french
emballage plastique,true,Pollution,biodiversite_causes_indirectes,french
feux,true,Destruction des habitats,biodiversite_causes_indirectes,french
feux de forêt,true,Destruction des habitats,biodiversite_causes_indirectes,french
fluor,true,Pollution,biodiversite_causes_indirectes,french
fongicide,true,Pollution,biodiversite_causes_indirectes,french
forêt brûle,true,Destruction des habitats,biodiversite_causes_indirectes,french
forêt d'algues,true,Espèces exotiques envahissantes,biodiversite_causes_indirectes,french
forêt détruit,true,Destruction des habitats,biodiversite_causes_indirectes,french
forêt détruite,true,Destruction des habitats,biodiversite_causes_indirectes,french
forêt ravagé,true,Destruction des habitats,biodiversite_causes_indirectes,french
forêt ravagée,true,Destruction des habitats,biodiversite_causes_indirectes,french
forêts brûlent,true,Destruction des habitats,biodiversite_causes_indirectes,french
forêts ont été détruites,true,Destruction des habitats,biodiversite_causes_indirectes,french
huile de palme,true,General,biodiversite_causes_indirectes,french
incendie de forêt,true,Destruction des habitats,biodiversite_causes_indirectes,french
incendies,true,Destruction des habitats,biodiversite_causes_indirectes,french
intrants,true,Pollution,biodiversite_causes_indirectes,french
milieu artificiel,true,Destruction des habitats,biodiversite_causes_indirectes,french
mégot,true,Pollution,biodiversite_causes_indirectes,french
nouvelles techniques génomiques,true,Surexploitation des ressources,biodiversite_causes_indirectes,french
ogm,true,Surexploitation des ressources,biodiversite_causes_indirectes,french
organisme génétiquement modifiée,true,Surexploitation des ressources,biodiversite_causes_indirectes,french
perturbateur endocrinien,true,Pollution,biodiversite_causes_indirectes,french
plante exotique envahissante,true,Espèces exotiques envahissantes,biodiversite_causes_indirectes,french
plante exotique invasive,true,Espèces exotiques envahissantes,biodiversite_causes_indirectes,french
plante exotique très invasive,true,Espèces exotiques envahissantes,biodiversite_causes_indirectes,french
plastique,true,Pollution,biodiversite_causes_indirectes,french
